0,198.13,818.12,311.47,1080.00,0.8300,0
0,1476.48,644.74,1547.00,843.00,0.7516,0
0,346.99,823.02,449.98,1080.00,0.7152,0
0,407.65,789.20,490.06,1069.51,0.6826,0
0,1590.92,677.60,1689.70,901.67,0.6705,0
0,1168.03,600.70,1229.58,812.02,0.6559,0
0,674.15,682.16,765.87,891.75,0.6148,0
0,1668.02,675.25,1739.32,868.56,0.5991,0
0,764.23,691.45,849.80,892.45,0.5982,0
0,1023.80,615.27,1088.65,791.41,0.5676,0
0,961.23,608.35,1018.80,791.99,0.5232,0
0,696.99,685.22,764.37,884.32,0.5145,0
0,868.02,546.99,908.96,675.25,0.4774,0
0,1435.65,624.50,1484.82,782.68,0.4045,0
0,1370.96,1025.66,1445.74,1080.00,0.3893,0
0,1662.21,828.81,1749.48,1078.29,0.3569,0
1,200.21,816.09,314.71,1080.00,0.8541,0
1,349.38,820.63,451.65,1079.57,0.7208,0
1,407.53,786.46,489.74,1067.43,0.7196,0
1,1475.04,643.30,1543.59,843.85,0.6765,0
1,666.93,684.52,764.10,900.32,0.6721,0
1,1661.81,822.93,1754.14,1079.56,0.6656,0
1,1582.17,678.85,1679.45,905.35,0.6263,0
1,1170.04,600.44,1229.84,802.45,0.5810,0
1,1663.26,674.03,1731.53,851.21,0.5383,0
1,1028.52,612.25,1090.49,792.39,0.5366,0
1,763.64,691.84,848.60,894.56,0.5236,0
1,962.08,612.70,1018.63,793.07,0.5011,0
1,867.40,540.54,909.08,678.34,0.4741,0
1,1658.38,676.43,1735.79,899.54,0.4699,0
1,766.36,694.46,825.37,892.38,0.4455,0
1,1437.20,618.17,1487.85,783.57,0.4396,0
1,1373.32,1028.06,1447.71,1080.00,0.3868,0
1,1445.69,505.51,1488.96,582.30,0.3085,0
2,202.17,816.12,318.33,1080.00,0.8557,0
2,351.50,820.24,454.45,1080.00,0.7648,0
2,411.69,782.88,487.90,1067.97,0.7281,0
2,1663.89,825.20,1758.23,1078.68,0.7012,0
2,665.24,686.07,760.21,901.54,0.6982,0
2,1474.70,644.44,1539.87,846.51,0.6180,0
2,1034.65,609.24,1094.89,796.09,0.5725,0
2,961.99,608.79,1020.32,796.58,0.5681,0
2,762.56,692.04,850.32,893.68,0.5480,0
2,867.42,536.18,913.47,680.69,0.5395,0
2,1173.20,600.37,1229.66,802.47,0.5359,0
2,1583.86,679.76,1675.19,903.08,0.5245,0
2,1660.44,679.25,1725.59,851.27,0.4381,0
2,1292.92,378.94,1569.38,504.90,0.3812,25
2,1650.46,667.62,1715.67,891.15,0.3199,0
3,204.21,815.06,322.84,1080.00,0.8588,0
3,352.60,824.36,458.09,1080.00,0.7889,0
3,413.77,781.76,489.03,1060.22,0.7259,0
3,1666.90,833.33,1760.46,1078.70,0.7130,0
3,666.20,685.87,759.40,902.58,0.6894,0
3,1033.64,619.93,1095.53,802.81,0.6522,0
3,964.73,611.93,1024.48,800.66,0.6333,0
3,1467.90,641.79,1532.69,851.93,0.6288,0
3,1175.39,609.01,1234.63,805.32,0.6056,0
3,760.84,693.82,850.93,895.55,0.6032,0
3,1649.23,666.24,1722.58,863.01,0.5247,0
3,869.40,535.66,916.11,683.70,0.5007,0
3,1584.69,681.47,1668.65,900.00,0.3879,0
3,1293.26,378.77,1571.86,505.96,0.3572,25
4,205.10,815.73,323.94,1080.00,0.8606,0
4,353.28,826.08,454.31,1080.00,0.7880,0
4,414.23,779.88,488.72,1061.32,0.7103,0
4,1675.35,832.99,1763.55,1079.22,0.6852,0
4,667.25,686.51,758.09,903.79,0.6602,0
4,759.89,698.18,828.65,895.07,0.6174,0
4,1460.58,643.61,1527.80,839.72,0.6119,0
4,965.79,612.56,1027.92,803.48,0.5984,0
4,1176.90,609.89,1237.46,808.70,0.5916,0
4,1036.19,619.58,1096.11,804.31,0.5799,0
4,1641.05,668.33,1719.66,862.85,0.5107,0
4,690.30,689.99,757.28,883.07,0.4928,0
4,869.58,533.91,915.81,681.27,0.4391,0
4,1293.22,380.37,1568.20,512.10,0.3824,25
5,207.60,815.08,325.08,1080.00,0.8613,0
5,354.82,824.34,457.19,1080.00,0.7735,0
5,760.02,700.51,835.86,899.27,0.6710,0
5,415.09,780.77,494.31,1062.72,0.6596,0
5,666.72,687.12,756.07,903.15,0.6365,0
5,1675.92,833.02,1763.92,1079.79,0.6335,0
5,965.81,614.92,1029.55,803.98,0.6071,0
5,1178.82,609.93,1236.50,806.30,0.6021,0
5,1037.37,621.09,1103.10,804.11,0.5928,0
5,1457.97,644.06,1523.02,840.90,0.5576,0
5,690.83,689.52,756.10,886.90,0.4887,0
5,1642.26,680.99,1715.07,868.75,0.4418,0
5,870.82,533.97,917.52,679.35,0.4059,0
5,1290.91,381.10,1565.71,509.71,0.3467,25
5,1589.38,677.00,1657.28,896.88,0.3393,0
6,213.62,814.99,334.55,1080.00,0.8505,0
6,362.39,823.96,467.17,1080.00,0.7235,0
6,760.61,702.24,833.23,903.79,0.6949,0
6,420.14,779.52,499.37,1060.02,0.6610,0
6,1183.86,611.29,1239.55,803.74,0.6443,0
6,668.02,687.54,757.05,901.53,0.6437,0
6,967.01,612.64,1034.08,803.65,0.6348,0
6,1682.92,830.21,1768.45,1079.20,0.6068,0
6,1460.78,637.85,1520.80,831.95,0.5966,0
6,1038.22,618.49,1099.96,803.05,0.4327,17
6,1591.10,675.49,1665.16,903.63,0.4292,0
6,1639.10,677.75,1709.54,858.12,0.4192,0
6,1040.74,621.48,1104.08,806.83,0.4109,0
6,876.95,534.21,921.46,679.86,0.3697,0
6,1590.35,677.59,1652.47,856.72,0.3695,0
6,1448.26,509.47,1491.31,577.91,0.3142,0
6,1626.17,671.05,1713.65,885.11,0.3027,0
7,220.92,812.50,336.93,1080.00,0.8416,0
7,760.52,703.99,845.20,904.87,0.7611,0
7,372.11,824.74,466.87,1080.00,0.7264,0
7,1683.77,832.49,1777.67,1078.41,0.7090,0
7,668.80,688.23,757.71,906.02,0.6955,0
7,425.00,779.16,506.22,1059.27,0.6732,0
7,972.43,616.77,1036.68,805.93,0.6175,0
7,1461.65,628.97,1518.62,828.46,0.6049,0
7,1188.16,612.16,1250.87,805.55,0.5804,0
7,1589.15,673.85,1662.95,900.28,0.5564,0
7,1642.90,675.85,1705.28,847.50,0.4355,0
7,1044.48,626.13,1102.40,807.38,0.3800,0
7,1294.27,380.34,1575.47,509.90,0.3705,25
7,1630.93,674.51,1707.93,886.45,0.3471,0
7,1450.36,510.66,1494.04,574.56,0.3470,0
7,881.09,540.40,921.74,687.74,0.3228,0
7,1587.14,674.18,1646.99,865.70,0.3191,0
8,221.48,814.54,336.86,1080.00,0.8455,0
8,1682.35,836.46,1780.14,1078.67,0.7410,0
8,372.03,825.77,470.52,1080.00,0.7351,0
8,667.30,690.34,756.04,906.71,0.7105,0
8,761.07,709.28,834.37,906.41,0.6835,0
8,974.61,616.71,1037.91,808.28,0.6815,0
8,426.86,779.77,505.65,1050.19,0.6652,0
8,1458.81,640.32,1516.99,835.84,0.6598,0
8,1630.07,674.88,1704.48,885.42,0.6247,0
8,1579.95,676.87,1641.37,898.34,0.5664,0
8,1187.74,611.99,1253.15,807.81,0.5089,0
8,1294.17,382.14,1574.37,514.89,0.4136,25
8,1043.64,627.44,1100.00,810.86,0.3557,0
8,878.37,536.56,921.38,689.66,0.3165,0
9,225.84,814.94,342.60,1080.00,0.8170,0
9,760.72,708.82,840.55,908.45,0.7580,0
9,1453.00,638.15,1514.87,836.14,0.7215,0
9,668.98,690.17,754.03,904.80,0.7207,0
9,375.52,825.36,470.85,1080.00,0.7158,0
9,1628.02,669.90,1699.74,881.19,0.6984,0
9,1684.56,837.50,1781.24,1080.00,0.6503,0
9,1575.86,671.76,1635.05,894.51,0.6434,0
9,430.24,781.12,510.25,1061.06,0.6424,0
9,980.31,620.83,1039.58,809.01,0.6188,0
9,1188.34,607.16,1254.64,810.84,0.5224,0
9,1295.26,384.24,1575.02,514.43,0.4234,25
9,1054.25,620.01,1103.15,807.20,0.3458,0
10,232.58,814.59,347.89,1080.00,0.8471,0
10,1629.67,672.39,1691.72,882.70,0.7449,0
10,669.98,692.88,755.28,906.62,0.7302,0
10,1451.40,634.24,1514.50,836.50,0.7213,0
10,378.51,820.00,485.79,1080.00,0.7052,0
