0,16,1662,828,87,250,1.00,1,1
0,15,1370,1025,75,54,1.00,1,1
0,14,1435,624,49,158,1.00,1,1
0,13,868,546,40,129,1.00,1,1
0,12,696,685,68,199,1.00,1,1
0,11,961,608,57,183,1.00,1,1
0,10,1023,615,65,176,1.00,1,1
0,9,764,691,85,201,1.00,1,1
0,8,1668,675,71,193,1.00,1,1
0,7,674,682,91,209,1.00,1,1
0,6,1168,600,61,212,1.00,1,1
0,5,1590,677,99,224,1.00,1,1
0,4,407,789,83,280,1.00,1,1
0,3,346,823,103,256,1.00,1,1
0,2,1476,644,71,199,1.00,1,1
0,1,198,818,113,261,1.00,1,1
1,19,1445,505,43,77,1.00,1,1
1,18,766,694,59,198,1.00,1,1
1,17,1658,676,77,223,1.00,1,1
1,16,1662,822,91,258,1.00,1,1
1,15,1373,1027,74,53,1.00,1,1
1,14,1437,618,50,165,1.00,1,1
1,13,867,541,42,136,1.00,1,1
1,11,962,612,56,181,1.00,1,1
1,10,1028,613,63,177,1.00,1,1
1,9,763,692,85,202,1.00,1,1
1,8,1663,673,68,179,1.00,1,1
1,7,667,683,96,218,1.00,1,1
1,6,1170,600,59,202,1.00,1,1
1,5,1581,679,98,225,1.00,1,1
1,4,407,786,82,281,1.00,1,1
1,3,349,821,102,258,1.00,1,1
1,2,1474,644,69,198,1.00,1,1
1,1,200,816,114,264,1.00,1,1
2,20,1292,378,277,126,1.00,1,1
2,17,1649,672,68,214,1.00,1,1
2,16,1664,822,93,259,1.00,1,1
2,13,867,535,46,145,1.00,1,1
2,11,962,610,58,185,1.00,1,1
2,10,1033,612,62,180,1.00,1,1
2,9,762,691,87,203,1.00,1,1
2,8,1660,678,65,172,1.00,1,1
2,7,664,685,96,217,1.00,1,1
2,6,1172,601,58,199,1.00,1,1
2,5,1582,681,93,220,1.00,1,1
2,4,410,786,79,278,1.00,1,1
2,3,351,820,103,259,1.00,1,1
2,2,1473,646,67,198,1.00,1,1
2,1,202,815,116,265,1.00,1,1
3,16,1667,828,93,254,1.00,1,1
3,13,869,534,47,150,1.00,1,1
3,11,964,611,59,189,1.00,1,1
3,10,1034,619,62,181,1.00,1,1
3,9,761,692,89,204,1.00,1,1
3,8,1651,671,70,186,1.00,1,1
3,7,664,686,95,216,1.00,1,1
3,6,1175,607,58,197,1.00,1,1
3,5,1582,684,88,213,1.00,1,1
3,4,412,784,77,274,1.00,1,1
3,3,353,822,104,259,1.00,1,1
3,2,1467,645,67,202,1.00,1,1
3,1,204,814,118,267,1.00,1,1
4,16,1673,832,91,248,1.00,1,1
4,13,869,532,47,151,1.00,1,1
